invoice_id,vendor,category,amount_czk,issued_on,due_on,po_number,cost_center,approver,is_anomaly,anomaly_type
INV-003756,Google Cloud EMEA,cloud,32457.54,2025-12-12,2026-01-11,PO-58085,CC-128,ldvorak,0,
INV-003757,ČSA a.s.,travel,14064.21,2025-04-03,2025-05-04,PO-98907,CC-376,kvarga,0,
INV-003758,AWS EMEA SARL,cloud,33492.49,2025-09-24,2025-10-10,PO-46773,CC-237,kvarga,0,
INV-003759,ČSA a.s.,travel,20161.36,2025-07-10,2025-08-18,PO-42431,CC-288,jnovak,0,
INV-003760,ČEZ Distribuce a.s.,utilities,52073.17,2025-04-10,2025-05-13,PO-97503,CC-294,kvarga,0,
INV-003761,Engie Services a.s.,facility,25166.01,2025-06-25,2025-07-21,PO-75514,CC-381,msrnec,0,
INV-003762,PPL CZ s.r.o.,logistics,6690.08,2025-09-08,2025-09-24,,CC-315,tklimes,0,
INV-003763,AWS EMEA SARL,cloud,46831.42,2025-04-16,2025-05-02,,CC-340,tklimes,0,
INV-003764,KPMG Česká republika,consulting,80592.38,2025-11-19,2025-12-16,PO-68074,CC-295,tklimes,0,
INV-003765,O2 Czech Republic,telecom,10825.34,2025-01-08,2025-01-23,PO-28709,CC-308,kvarga,0,
INV-003766,Pražská plynárenská a.s.,utilities,21922.69,2025-05-28,2025-06-17,PO-60630,CC-226,jnovak,0,
INV-003767,DHL Express,logistics,18640.16,2025-04-15,2025-05-18,PO-22065,CC-218,msrnec,0,
INV-003768,PPL CZ s.r.o.,logistics,16087.19,2025-04-14,2025-05-22,PO-83344,CC-170,kvarga,0,
INV-003769,Deloitte Advisory s.r.o.,consulting,85157.12,2025-06-25,2025-07-30,PO-12300,CC-141,jnovak,0,
INV-003770,AWS EMEA SARL,cloud,51654.84,2025-04-14,2025-05-19,PO-37341,CC-119,kvarga,0,
INV-003771,DHL Express,logistics,6329.53,2025-10-10,2025-10-29,PO-99102,CC-109,jnovak,0,
INV-003772,Engie Services a.s.,facility,29423.55,2025-03-24,2025-04-18,PO-13440,CC-297,ldvorak,0,
INV-003773,DHL Express,logistics,24466.19,2025-07-01,2025-08-01,PO-12005,CC-153,kvarga,0,
INV-003774,Makro Cash & Carry,catering,13128.06,2025-02-10,2025-03-19,PO-77574,CC-195,jnovak,0,
INV-003775,JetBrains s.r.o.,software,7185.59,2025-03-19,2025-04-28,PO-30945,CC-250,kvarga,0,
INV-003776,Office Depot s.r.o.,office_supply,6856.2,2025-05-02,2025-05-16,PO-51042,CC-144,tklimes,0,
INV-003777,ČEZ Distribuce a.s.,utilities,41420.65,2025-01-15,2025-02-15,,CC-385,jnovak,0,
INV-003778,ČEZ Distribuce a.s.,utilities,37900.88,2025-11-12,2025-12-12,PO-53519,CC-264,jnovak,0,
INV-003779,Havel & Partners,legal,38655.44,2025-04-17,2025-05-20,PO-50001,CC-396,msrnec,0,
INV-003780,O2 Czech Republic,telecom,13074.7,2025-07-04,2025-08-13,PO-26991,CC-202,msrnec,0,
INV-003781,KPMG Česká republika,consulting,93773.82,2025-04-30,2025-05-20,PO-98299,CC-244,jnovak,0,
INV-003782,Deloitte Advisory s.r.o.,consulting,84983.03,2025-07-21,2025-08-12,PO-60207,CC-278,ldvorak,0,
INV-003783,DHL Express,logistics,24906.93,2025-09-01,2025-10-08,PO-68683,CC-171,tklimes,0,
INV-003784,JetBrains s.r.o.,software,8481.58,2025-10-03,2025-10-30,PO-48679,CC-333,kvarga,0,
INV-003785,Lagardère Travel Retail,travel,15798.79,2025-10-20,2025-11-05,PO-57936,CC-277,kvarga,0,
INV-003786,Booking.com,travel,11463.59,2025-01-22,2025-03-01,,CC-342,kvarga,0,
INV-003787,Alza.cz a.s.,office_supply,3396.93,2025-02-27,2025-03-14,PO-95681,CC-141,kvarga,0,
INV-003788,Red Hat Czech s.r.o.,software,95248.7,2025-05-28,2025-06-12,PO-83456,CC-144,kvarga,0,
INV-003789,Manpower Group s.r.o.,hr_services,91189.91,2025-07-15,2025-08-04,PO-36905,CC-238,msrnec,0,
INV-003790,KPMG Česká republika,consulting,100236.86,2025-06-10,2025-07-02,PO-98664,CC-324,ldvorak,0,
INV-003791,Kinstellar s.r.o.,legal,51411.61,2025-07-11,2025-07-25,PO-55970,CC-396,tklimes,0,
INV-003792,Google Cloud EMEA,cloud,49270.09,2025-02-17,2025-03-06,PO-76165,CC-329,tklimes,0,
INV-003793,Lagardère Travel Retail,travel,15118.0,2025-04-17,2025-05-21,PO-89340,CC-204,tklimes,0,
INV-003794,PwC Česká republika,consulting,96690.42,2025-06-14,2025-07-01,PO-28726,CC-182,msrnec,1,off_hours
INV-003795,Lagardère Travel Retail,travel,6169.21,2025-08-07,2025-09-06,PO-42803,CC-195,ldvorak,0,
INV-003796,ČEZ Distribuce a.s.,utilities,41897.51,2025-07-29,2025-09-02,PO-67955,CC-105,tklimes,0,
INV-003797,ČEZ Distribuce a.s.,utilities,44351.14,2025-06-17,2025-07-16,PO-54041,CC-320,kvarga,0,
INV-003798,Grafton Recruitment,hr_services,101656.26,2025-08-25,2025-09-19,PO-49693,CC-258,jnovak,0,
INV-003799,PwC Česká republika,consulting,90169.8,2025-02-19,2025-03-23,PO-39369,CC-294,tklimes,0,
INV-003800,Alza.cz a.s.,office_supply,6769.97,2025-07-28,2025-08-12,PO-64936,CC-279,jnovak,0,
INV-003801,Manpower Group s.r.o.,hr_services,75211.16,2025-03-21,2025-04-28,PO-36082,CC-279,kvarga,0,
INV-003802,Grafton Recruitment,hr_services,66260.66,2025-10-30,2025-11-16,PO-78745,CC-148,kvarga,0,
INV-003803,PwC Česká republika,consulting,71850.5,2025-03-26,2025-05-01,PO-57309,CC-280,msrnec,0,
INV-003804,JetBrains s.r.o.,software,7107.61,2025-12-31,2026-01-29,PO-63136,CC-233,jnovak,0,
INV-003805,DHL Express,logistics,13343.58,2025-06-20,2025-07-12,PO-33882,CC-161,kvarga,0,
INV-003806,Red Hat Czech s.r.o.,software,77430.59,2025-03-18,2025-04-02,PO-36900,CC-128,tklimes,0,
INV-003807,JetBrains s.r.o.,software,8605.76,2025-09-25,2025-10-16,PO-80036,CC-236,ldvorak,0,
INV-003808,T-Mobile Czech Republic,telecom,7407.64,2025-08-18,2025-09-22,PO-42201,CC-277,ldvorak,0,
INV-003809,Microsoft Ireland Operations,cloud,31716.8,2025-10-07,2025-11-19,PO-13947,CC-296,tklimes,0,
INV-003810,KPMG Česká republika,consulting,90489.39,2025-09-08,2025-09-26,PO-54369,CC-239,jnovak,0,
INV-003811,PPL CZ s.r.o.,logistics,13127.49,2025-06-04,2025-07-18,PO-89576,CC-290,tklimes,0,
INV-003812,Pražská plynárenská a.s.,utilities,14776.03,2025-08-11,2025-08-31,PO-37686,CC-308,kvarga,0,
INV-003813,Red Hat Czech s.r.o.,software,106934.16,2025-01-20,2025-03-01,PO-62130,CC-128,kvarga,0,
INV-003814,Makro Cash & Carry,catering,5772.95,2025-11-18,2025-12-08,PO-75778,CC-327,tklimes,0,
INV-003815,O2 Czech Republic,telecom,16707.18,2025-09-03,2025-09-20,PO-56657,CC-336,msrnec,0,
INV-003816,Pražská plynárenská a.s.,utilities,14386.47,2025-10-21,2025-11-10,PO-68898,CC-387,msrnec,0,
INV-003817,Manpower Group s.r.o.,hr_services,52693.71,2025-11-12,2025-12-14,PO-24606,CC-361,msrnec,0,
INV-003818,Havel & Partners,legal,46753.97,2025-09-15,2025-10-05,PO-65847,CC-133,jnovak,0,
INV-003819,Lagardère Travel Retail,travel,11748.2,2025-03-17,2025-04-21,PO-51532,CC-145,tklimes,0,
INV-003820,Grafton Recruitment,hr_services,121769.66,2025-03-24,2025-04-25,PO-31403,CC-219,ldvorak,0,
INV-003821,O2 Czech Republic,telecom,12345.6,2025-02-03,2025-03-10,,CC-369,jnovak,0,
INV-003822,Google Cloud EMEA,cloud,51331.54,2025-10-03,2025-10-29,PO-91559,CC-265,tklimes,0,
INV-003823,Alza.cz a.s.,office_supply,9003.58,2025-10-01,2025-10-18,PO-16467,CC-202,tklimes,0,
INV-003824,Microsoft Ireland Operations,cloud,27601.56,2025-02-19,2025-04-04,PO-67914,CC-166,jnovak,0,
INV-003825,AWS EMEA SARL,cloud,50748.72,2025-12-16,2026-01-16,PO-48499,CC-291,tklimes,0,
INV-003826,Havel & Partners,legal,74062.74,2025-01-31,2025-03-01,PO-24267,CC-302,ldvorak,0,
INV-003827,Deloitte Advisory s.r.o.,consulting,30280.95,2025-08-28,2025-09-25,PO-13528,CC-356,tklimes,0,
INV-003828,AWS EMEA SARL,cloud,37740.86,2025-11-25,2026-01-07,PO-99191,CC-386,ldvorak,0,
INV-003829,JetBrains s.r.o.,software,7798.05,2025-03-31,2025-04-27,PO-22456,CC-235,ldvorak,0,
INV-003830,Kinstellar s.r.o.,legal,52154.46,2025-01-16,2025-02-18,PO-59436,CC-373,msrnec,0,
INV-003831,Red Hat Czech s.r.o.,software,121741.5,2025-10-23,2025-11-13,PO-30006,CC-256,tklimes,0,
INV-003832,Microsoft Ireland Operations,cloud,25015.9,2025-03-25,2025-04-10,PO-66055,CC-318,msrnec,0,
INV-003833,Deloitte Advisory s.r.o.,consulting,87104.64,2025-04-01,2025-05-05,PO-59234,CC-231,jnovak,0,
INV-003834,Engie Services a.s.,facility,33959.0,2025-05-21,2025-06-16,PO-61820,CC-380,kvarga,0,
INV-003835,DHL Express,logistics,1606.36,2025-11-07,2025-11-23,PO-30489,CC-357,msrnec,0,
INV-003836,Pražská plynárenská a.s.,utilities,7727.88,2025-04-04,2025-04-30,PO-91713,CC-123,kvarga,0,
INV-003837,Havel & Partners,legal,29051.03,2025-02-03,2025-02-22,PO-63514,CC-204,msrnec,0,
INV-003838,Manpower Group s.r.o.,hr_services,106663.27,2025-07-04,2025-08-05,PO-84890,CC-336,kvarga,0,
INV-003839,Engie Services a.s.,facility,20430.85,2025-08-04,2025-08-31,PO-63303,CC-328,kvarga,0,
INV-003840,DHL Express,logistics,17691.23,2025-01-28,2025-02-16,PO-34573,CC-152,tklimes,0,
INV-003841,AWS EMEA SARL,cloud,54781.58,2025-11-20,2025-12-10,PO-25363,CC-240,jnovak,0,
INV-003842,KPMG Česká republika,consulting,99847.54,2025-09-11,2025-10-15,PO-54333,CC-367,tklimes,0,
INV-003843,ČEZ Distribuce a.s.,utilities,42467.78,2025-08-14,2025-09-06,PO-74794,CC-270,tklimes,0,
INV-003844,Google Cloud EMEA,cloud,35169.85,2025-09-05,2025-10-17,PO-27091,CC-340,msrnec,0,
INV-003845,AWS EMEA SARL,cloud,47265.8,2025-09-15,2025-10-10,PO-85452,CC-147,tklimes,0,
INV-003846,JetBrains s.r.o.,software,12050.27,2025-10-29,2025-11-17,PO-63257,CC-111,jnovak,0,
INV-003847,Engie Services a.s.,facility,36189.19,2025-02-07,2025-03-21,PO-28747,CC-206,jnovak,0,
INV-003848,Kinstellar s.r.o.,legal,46643.26,2025-11-19,2025-12-08,PO-46280,CC-294,jnovak,0,
INV-003849,Kinstellar s.r.o.,legal,60643.75,2025-04-01,2025-04-15,PO-65579,CC-103,tklimes,0,
INV-003850,T-Mobile Czech Republic,telecom,11088.12,2025-01-30,2025-03-09,PO-68649,CC-370,jnovak,0,
INV-003851,PwC Česká republika,consulting,104634.34,2025-03-26,2025-05-09,PO-60338,CC-385,kvarga,0,
INV-003852,JetBrains s.r.o.,software,3376.64,2025-07-09,2025-08-07,PO-68442,CC-336,jnovak,0,
INV-003853,Google Cloud EMEA,cloud,23699.72,2025-03-07,2025-04-14,PO-43258,CC-280,tklimes,0,
INV-003854,Pražská plynárenská a.s.,utilities,15304.59,2025-07-08,2025-08-02,PO-32653,CC-317,kvarga,0,
INV-003855,Alza.cz a.s.,office_supply,3642.39,2025-03-25,2025-04-30,PO-96071,CC-369,tklimes,0,
INV-003856,Engie Services a.s.,facility,22468.27,2025-01-02,2025-01-22,PO-62092,CC-284,tklimes,0,
INV-003857,ČEZ Distribuce a.s.,utilities,42066.36,2025-03-12,2025-04-19,PO-71166,CC-329,jnovak,0,
INV-003858,Office Depot s.r.o.,office_supply,4810.9,2025-04-30,2025-06-01,PO-12268,CC-187,msrnec,0,
INV-003859,Havel & Partners,legal,95059.31,2025-07-02,2025-07-23,PO-31113,CC-294,kvarga,0,
INV-003860,Red Hat Czech s.r.o.,software,114892.77,2025-07-04,2025-07-21,PO-63103,CC-263,tklimes,0,
INV-003861,JetBrains s.r.o.,software,8525.38,2025-04-02,2025-05-08,PO-64666,CC-312,msrnec,0,
INV-003862,PwC Česká republika,consulting,62050.17,2025-12-11,2026-01-07,PO-33034,CC-125,ldvorak,0,
INV-003863,O2 Czech Republic,telecom,8793.64,2025-09-30,2025-10-23,PO-11556,CC-352,ldvorak,0,
INV-003864,Makro Cash & Carry,catering,4632.72,2025-03-14,2025-04-07,PO-52281,CC-293,msrnec,0,
INV-003865,Engie Services a.s.,facility,10264.39,2025-11-19,2025-12-13,PO-10478,CC-306,jnovak,0,
INV-003866,Deloitte Advisory s.r.o.,consulting,46876.62,2025-11-28,2025-12-27,PO-57258,CC-217,jnovak,0,
INV-003867,Lagardère Travel Retail,travel,22328.21,2025-12-29,2026-01-12,PO-96631,CC-205,jnovak,0,
INV-003868,Grafton Recruitment,hr_services,87191.99,2025-10-09,2025-11-07,PO-49475,CC-353,jnovak,0,
INV-003869,PPL CZ s.r.o.,logistics,8929.86,2025-09-29,2025-10-17,PO-73063,CC-104,ldvorak,0,
INV-003870,T-Mobile Czech Republic,telecom,7696.81,2025-09-17,2025-10-06,PO-88024,CC-353,jnovak,0,
INV-003871,Manpower Group s.r.o.,hr_services,41650.41,2025-07-28,2025-08-15,PO-46887,CC-266,jnovak,0,
INV-003872,Booking.com,travel,2564.37,2025-04-11,2025-05-12,PO-33813,CC-395,jnovak,0,
INV-003873,Booking.com,travel,6178.71,2025-02-03,2025-03-17,,CC-377,msrnec,0,
INV-003874,Google Cloud EMEA,cloud,30093.15,2025-09-18,2025-10-23,PO-41145,CC-120,jnovak,0,
INV-003875,Office Depot s.r.o.,office_supply,2380.45,2025-06-02,2025-07-06,PO-27711,CC-239,tklimes,0,
INV-003876,O2 Czech Republic,telecom,12116.39,2025-10-13,2025-10-31,PO-28983,CC-284,ldvorak,0,
INV-003877,Google Cloud EMEA,cloud,48197.39,2025-07-07,2025-08-11,PO-40902,CC-143,ldvorak,0,
INV-003878,Office Depot s.r.o.,office_supply,3355.35,2025-09-11,2025-10-15,PO-33366,CC-124,msrnec,0,
INV-003879,Havel & Partners,legal,45147.08,2025-12-10,2025-12-26,PO-83340,CC-135,tklimes,0,
INV-003880,Booking.com,travel,4962.42,2025-03-28,2025-04-30,PO-21811,CC-390,msrnec,0,
INV-003881,T-Mobile Czech Republic,telecom,13026.98,2025-09-10,2025-09-26,PO-41445,CC-357,ldvorak,0,
INV-003882,Grafton Recruitment,hr_services,96276.93,2025-02-21,2025-03-28,PO-73552,CC-235,msrnec,0,
INV-003883,T-Mobile Czech Republic,telecom,7812.61,2025-08-26,2025-09-26,PO-73916,CC-340,kvarga,0,
INV-003884,T-Mobile Czech Republic,telecom,13069.9,2025-03-31,2025-04-21,PO-62601,CC-187,msrnec,0,
INV-003885,Engie Services a.s.,facility,36055.88,2025-05-14,2025-05-29,PO-70099,CC-264,tklimes,0,
INV-003886,Office Depot s.r.o.,office_supply,4291.15,2025-03-31,2025-05-07,PO-82475,CC-282,ldvorak,0,
INV-003887,O2 Czech Republic,telecom,12879.39,2025-07-04,2025-08-09,PO-88749,CC-260,jnovak,0,
INV-003888,O2 Czech Republic,telecom,200000.0,2025-08-13,2025-09-07,PO-65202,CC-247,jnovak,1,round_sum
INV-003889,Office Depot s.r.o.,office_supply,5676.96,2025-05-06,2025-05-30,PO-53013,CC-274,tklimes,0,
INV-003890,Makro Cash & Carry,catering,7535.91,2025-04-02,2025-04-19,,CC-202,msrnec,0,
INV-003891,Pražská plynárenská a.s.,utilities,13297.58,2025-02-27,2025-03-17,PO-50944,CC-174,msrnec,0,
INV-003892,Booking.com,travel,9125.67,2025-07-04,2025-07-29,PO-37311,CC-315,msrnec,0,
INV-003893,Red Hat Czech s.r.o.,software,95376.93,2025-08-11,2025-09-17,PO-76408,CC-350,jnovak,0,
INV-003894,Office Depot s.r.o.,office_supply,2475.04,2025-05-26,2025-06-17,PO-71170,CC-257,ldvorak,0,
INV-003895,O2 Czech Republic,telecom,10254.45,2025-01-06,2025-01-24,PO-31750,CC-185,jnovak,0,
INV-003896,DHL Express,logistics,12970.03,2025-12-30,2026-01-30,PO-70580,CC-343,msrnec,0,
INV-003897,ČEZ Distribuce a.s.,utilities,41982.46,2025-07-11,2025-07-28,,CC-107,kvarga,0,
INV-003898,Alza.cz a.s.,office_supply,6388.52,2025-09-22,2025-10-20,PO-35537,CC-242,jnovak,0,
INV-003899,DHL Express,logistics,10909.62,2025-08-21,2025-09-21,PO-56344,CC-144,jnovak,0,
INV-003900,Booking.com,travel,9879.96,2025-11-11,2025-12-01,PO-83642,CC-165,tklimes,0,
INV-003901,T-Mobile Czech Republic,telecom,8972.24,2025-07-25,2025-08-17,PO-51446,CC-108,kvarga,0,
INV-003902,ČSA a.s.,travel,8096.15,2025-11-05,2025-11-29,PO-85748,CC-211,kvarga,0,
INV-003903,PPL CZ s.r.o.,logistics,5276.7,2025-12-30,2026-02-10,PO-76561,CC-174,kvarga,0,
INV-003904,Office Depot s.r.o.,office_supply,4606.75,2025-12-17,2026-01-24,PO-39601,CC-376,tklimes,0,
INV-003905,Kinstellar s.r.o.,legal,42851.58,2025-08-14,2025-09-17,PO-65880,CC-123,ldvorak,0,
INV-003906,Makro Cash & Carry,catering,10592.13,2025-03-10,2025-04-23,PO-75423,CC-103,jnovak,0,
INV-003907,Engie Services a.s.,facility,34323.64,2025-05-28,2025-06-25,PO-29148,CC-268,msrnec,0,
INV-003908,Manpower Group s.r.o.,hr_services,110478.24,2025-07-01,2025-07-19,PO-92586,CC-371,jnovak,0,
INV-003909,ČEZ Distribuce a.s.,utilities,45510.46,2025-08-06,2025-08-20,PO-71127,CC-332,msrnec,0,
INV-003910,Google Cloud EMEA,cloud,36896.53,2025-08-11,2025-09-10,PO-82945,CC-113,msrnec,0,
INV-003911,Alza.cz a.s.,office_supply,9470.93,2025-03-05,2025-03-30,PO-86345,CC-390,kvarga,0,
INV-003912,Booking.com,travel,5172.51,2025-08-22,2025-09-05,,CC-147,ldvorak,0,
INV-003913,AWS EMEA SARL,cloud,16907.01,2025-11-26,2026-01-04,,CC-136,jnovak,0,
INV-003914,Google Cloud EMEA,cloud,44259.25,2025-07-24,2025-08-24,PO-17433,CC-303,ldvorak,0,
INV-003915,Alza.cz a.s.,office_supply,1270.1,2025-01-09,2025-01-27,PO-73177,CC-370,jnovak,0,
INV-003916,Microsoft Ireland Operations,cloud,38309.17,2025-07-08,2025-07-24,PO-76753,CC-260,tklimes,0,
INV-003917,Microsoft Ireland Operations,cloud,34576.59,2025-07-17,2025-08-10,PO-90728,CC-268,ldvorak,0,
INV-003918,Alza.cz a.s.,office_supply,3215.91,2025-09-19,2025-10-30,PO-84288,CC-354,jnovak,0,
INV-003919,T-Mobile Czech Republic,telecom,8248.19,2025-09-01,2025-09-29,PO-52797,CC-310,kvarga,0,
INV-003920,Deloitte Advisory s.r.o.,consulting,73359.3,2025-12-23,2026-01-29,PO-11635,CC-113,jnovak,0,
INV-003921,ČSA a.s.,travel,14035.09,2025-03-21,2025-04-26,PO-25695,CC-284,kvarga,0,
INV-003922,KPMG Česká republika,consulting,76641.29,2025-07-31,2025-08-16,PO-32483,CC-124,jnovak,0,
INV-003923,Office Depot s.r.o.,office_supply,285413.01,2025-06-03,2025-06-22,,CC-238,msrnec,1,missing_po
INV-003924,Google Cloud EMEA,cloud,35112.36,2025-07-02,2025-08-06,PO-82485,CC-299,msrnec,0,
INV-003925,DHL Express,logistics,9728.25,2025-01-02,2025-02-14,PO-10545,CC-246,ldvorak,0,
INV-003926,KPMG Česká republika,consulting,46629.92,2025-04-04,2025-05-16,PO-49301,CC-236,tklimes,0,
INV-003927,JetBrains s.r.o.,software,5624.17,2025-01-17,2025-02-18,PO-74050,CC-250,msrnec,0,
INV-003928,ČSA a.s.,travel,47839.24,2025-01-22,2025-03-02,PO-28139,CC-196,jnovak,0,
INV-003929,Deloitte Advisory s.r.o.,consulting,49808.82,2025-10-01,2025-11-14,PO-45499,CC-140,jnovak,0,
INV-003930,Pražská plynárenská a.s.,utilities,24487.23,2025-09-26,2025-11-09,,CC-202,kvarga,0,
INV-003931,Grafton Recruitment,hr_services,104946.16,2025-10-21,2025-12-01,PO-51243,CC-242,tklimes,0,
INV-003932,ČSA a.s.,travel,23398.55,2025-05-23,2025-06-22,PO-45518,CC-341,kvarga,0,
INV-003933,Pražská plynárenská a.s.,utilities,18536.68,2025-05-02,2025-06-04,PO-13684,CC-361,kvarga,0,
INV-003934,JetBrains s.r.o.,software,6325.3,2025-04-22,2025-06-03,PO-22373,CC-353,tklimes,0,
INV-003935,T-Mobile Czech Republic,telecom,9182.73,2025-11-24,2025-12-17,PO-59862,CC-299,tklimes,0,
INV-003936,T-Mobile Czech Republic,telecom,8403.31,2025-11-03,2025-12-06,PO-22303,CC-226,ldvorak,0,
INV-003937,Office Depot s.r.o.,office_supply,2256.87,2025-12-09,2026-01-21,PO-57076,CC-143,ldvorak,0,
INV-003938,T-Mobile Czech Republic,telecom,9863.26,2025-05-12,2025-06-02,PO-87208,CC-101,jnovak,0,
INV-003939,Kinstellar s.r.o.,legal,40978.0,2025-02-05,2025-02-21,PO-84314,CC-300,kvarga,0,
INV-003940,Microsoft Ireland Operations,cloud,30281.66,2025-12-18,2026-01-05,PO-20981,CC-238,jnovak,0,
INV-003941,JetBrains s.r.o.,software,4311.33,2025-04-16,2025-05-14,PO-23947,CC-133,jnovak,0,
INV-003942,Havel & Partners,legal,56012.75,2025-12-01,2025-12-17,PO-89875,CC-127,jnovak,0,
INV-003943,O2 Czech Republic,telecom,12078.94,2025-03-13,2025-03-29,PO-30247,CC-142,tklimes,0,
INV-003944,T-Mobile Czech Republic,telecom,8687.62,2025-11-21,2025-12-17,PO-39241,CC-292,msrnec,0,
INV-003945,ČSA a.s.,travel,18093.54,2025-12-08,2026-01-04,PO-33685,CC-356,tklimes,0,
INV-003946,Havel & Partners,legal,23110.27,2025-09-16,2025-10-03,PO-83299,CC-219,jnovak,0,
INV-003947,Grafton Recruitment,hr_services,65093.73,2025-07-17,2025-08-22,PO-46760,CC-336,kvarga,0,
INV-003948,Makro Cash & Carry,catering,2878.11,2025-08-15,2025-09-01,PO-78392,CC-271,tklimes,0,
INV-003949,PwC Česká republika,consulting,92465.28,2025-02-24,2025-04-01,PO-75258,CC-372,ldvorak,0,
INV-003950,Deloitte Advisory s.r.o.,consulting,88081.18,2025-03-26,2025-04-12,PO-30111,CC-264,kvarga,0,
INV-003951,PPL CZ s.r.o.,logistics,9787.83,2025-06-02,2025-06-24,,CC-207,jnovak,0,
INV-003952,DHL Express,logistics,14487.62,2025-06-12,2025-07-01,PO-94400,CC-188,tklimes,0,
INV-003953,ČEZ Distribuce a.s.,utilities,31939.85,2025-10-14,2025-11-10,PO-64255,CC-159,kvarga,0,
INV-003954,DHL Express,logistics,16128.93,2025-03-18,2025-04-17,PO-61578,CC-327,msrnec,0,
INV-003955,KPMG Česká republika,consulting,90318.5,2025-01-24,2025-02-27,PO-80811,CC-120,kvarga,0,
INV-003956,Google Cloud EMEA,cloud,34187.46,2025-07-24,2025-09-02,PO-40866,CC-288,jnovak,0,
INV-003957,PPL CZ s.r.o.,logistics,6311.89,2025-02-10,2025-02-27,PO-19939,CC-167,ldvorak,0,
INV-003958,JetBrains s.r.o.,software,11844.71,2025-02-04,2025-03-07,PO-37163,CC-353,msrnec,0,
INV-003959,Engie Services a.s.,facility,229552.65,2025-09-17,2025-10-05,,CC-316,jnovak,1,missing_po
INV-003960,Alza.cz a.s.,office_supply,8039.72,2025-02-25,2025-03-25,PO-83320,CC-372,jnovak,0,
INV-003961,PwC Česká republika,consulting,63458.79,2025-02-06,2025-03-16,PO-43110,CC-160,tklimes,0,
INV-003962,Lagardère Travel Retail,travel,3815.88,2025-05-13,2025-06-19,PO-14922,CC-185,ldvorak,0,
INV-003963,Engie Services a.s.,facility,28288.62,2025-01-09,2025-02-20,PO-25457,CC-168,tklimes,0,
INV-003964,Pražská plynárenská a.s.,utilities,19468.58,2025-11-27,2025-12-20,PO-93546,CC-198,jnovak,0,
INV-003965,Red Hat Czech s.r.o.,software,95834.98,2025-05-27,2025-06-25,PO-37714,CC-331,ldvorak,0,
INV-003966,ČEZ Distribuce a.s.,utilities,52966.13,2025-07-07,2025-08-13,PO-36732,CC-199,jnovak,0,
INV-003967,Havel & Partners,legal,60395.14,2025-02-24,2025-03-13,PO-14252,CC-153,ldvorak,0,
INV-003968,Manpower Group s.r.o.,hr_services,245106.97,2025-08-05,2025-09-05,,CC-277,tklimes,1,missing_po
INV-003969,Lagardère Travel Retail,travel,9964.95,2025-05-07,2025-05-28,PO-68746,CC-110,jnovak,0,
INV-003970,JetBrains s.r.o.,software,11127.39,2025-12-04,2026-01-04,PO-27875,CC-187,kvarga,0,
INV-003971,Office Depot s.r.o.,office_supply,2559.79,2025-01-22,2025-02-10,PO-20921,CC-397,tklimes,0,
INV-003972,AWS EMEA SARL,cloud,54946.02,2025-09-05,2025-09-23,PO-40779,CC-116,jnovak,0,
INV-003973,Google Cloud EMEA,cloud,55889.05,2025-10-13,2025-11-15,PO-22733,CC-253,ldvorak,0,
INV-003974,ČEZ Distribuce a.s.,utilities,45314.5,2025-11-06,2025-12-18,PO-33620,CC-291,kvarga,0,
INV-003975,T-Mobile Czech Republic,telecom,10703.18,2025-09-17,2025-10-26,PO-85717,CC-226,msrnec,0,
INV-003976,ČEZ Distribuce a.s.,utilities,39385.04,2025-01-06,2025-01-24,PO-35612,CC-165,ldvorak,0,
INV-003977,Lagardère Travel Retail,travel,11267.68,2025-10-07,2025-11-19,PO-93131,CC-259,tklimes,0,
INV-003978,Deloitte Advisory s.r.o.,consulting,49529.63,2025-01-21,2025-02-07,PO-17435,CC-278,tklimes,0,
INV-003979,Google Cloud EMEA,cloud,37830.37,2025-04-23,2025-06-01,PO-85022,CC-246,ldvorak,0,
INV-003980,JetBrains s.r.o.,software,9467.21,2025-07-17,2025-08-08,PO-28897,CC-232,kvarga,0,
INV-003981,Kinstellar s.r.o.,legal,39866.82,2025-06-02,2025-06-16,PO-11751,CC-169,tklimes,0,
INV-003982,PwC Česká republika,consulting,53635.2,2025-03-04,2025-03-28,PO-14187,CC-318,kvarga,0,
INV-003983,Microsoft Ireland Operations,cloud,56262.09,2025-10-20,2025-11-21,PO-69267,CC-301,msrnec,0,
INV-003984,Makro Cash & Carry,catering,2801.99,2025-11-05,2025-11-21,PO-10715,CC-354,ldvorak,0,
INV-003985,KPMG Česká republika,consulting,70128.78,2025-08-19,2025-09-20,PO-42562,CC-202,jnovak,0,
INV-003986,AWS EMEA SARL,cloud,51294.78,2025-02-27,2025-03-24,PO-19011,CC-161,msrnec,0,
INV-003987,Red Hat Czech s.r.o.,software,93049.61,2025-12-04,2026-01-03,,CC-385,msrnec,0,
